YearsExperience,Salary
5.5,56284.26
14.4,83428.76
8.0,63807.12
12.6,77821.49
14.8,84804.1
2.8,48888.98
2.5,47633.16
12.1,75886.2
9.2,67644.87
5.2,55483.57
1.0,42842.98
7.5,62188.78
5.1,54941.36
10.9,72758.87
12.8,78868.15
13.3,80284.2
12.4,77061.68
8.7,66253.01
10.1,70182.03
10.2,70992.99
1.7,45175.85
4.4,53280.99
6.3,59322.01
1.2,43539.67
10.0,70204.64
12.5,77186.1
13.2,80044.05
14.9,84352.39
14.3,82743.99
10.6,72059.92
11.3,73920.84
9.8,69486.92
11.5,74417.78
3.5,50616.81
6.1,58493.19
7.9,63435.06
3.9,52140.8
12.5,77703.26
11.7,75333.33
3.3,49998.28
7.1,61012.35
5.7,57014.77
7.3,61525.63
7.5,62887.23
12.7,77939.51
2.5,47851.76
12.2,76126.95
7.5,62789.24
9.8,69389.94
2.2,46321.55
1.5,44239.12
4.4,53373.16
3.6,51112.26
3.5,50077.36
5.4,56007.31
12.4,76955.5
4.3,52823.24
5.6,56429.69
11.8,75796.15
7.1,61588.73
3.5,50354.35
14.5,83048.97
11.1,73075.68
9.1,67429.26
10.3,71034.89
6.8,60666.12
5.1,55290.0
7.2,61113.47
2.9,48870.73
2.4,47644.13
10.3,71252.74
14.7,84363.04
1.2,43103.58
14.6,83708.38
11.2,73215.43
11.7,75088.45
9.4,68644.81
4.7,54557.61
5.6,56901.8
14.8,84664.72
9.6,69187.19
5.7,57192.41
8.1,64323.94
13.0,78559.19
7.6,62873.3
8.7,66024.72
14.9,84975.88
14.7,83831.5
2.8,48654.67
6.7,59869.63
12.5,77278.41
1.0,42709.99
3.5,50528.85
4.8,54226.6
2.3,46790.56
5.1,55106.87
4.0,51729.63
6.1,58365.47
10.6,71879.48
9.8,69217.46
5.2,55475.44
9.0,67296.19
8.3,65016.58
2.0,46011.86
14.1,82324.09
5.8,57726.73
7.5,62800.66
2.5,47660.01
3.9,51317.16
11.2,74080.9
3.3,49923.31
6.9,61046.16
6.9,60921.98
10.9,72270.33
12.0,76381.87
9.9,69562.13
12.7,78487.17
13.8,80949.97
11.6,74471.81
5.8,57864.99
4.3,53323.27
5.4,56373.25
2.3,47297.67
12.1,75923.25
12.9,78714.4
10.4,70735.17
7.1,61305.75
2.8,48172.05
7.2,62004.43
9.2,67905.89
1.9,46005.74
3.2,49875.44
13.9,81684.75
8.3,65212.64
12.8,78355.27
7.0,61027.95
6.8,60473.03
3.7,50782.24
6.5,59485.02
4.0,52472.28
9.4,68031.52
5.1,55650.97
7.0,61136.77
4.3,53046.28
12.4,76949.42
14.0,82309.23
1.7,44833.29
1.6,45133.19
2.4,46864.54
10.1,70394.74
11.0,72591.85
11.3,73782.05
14.4,83351.39
2.8,47963.45
11.6,75020.49
5.9,57556.4
5.2,55101.83
12.2,76714.86
13.2,79959.57
11.0,72784.06
3.1,49179.26
11.8,74930.93
12.8,78494.88
6.4,58772.74
4.9,54863.14
4.5,53973.75
14.3,83321.58
3.1,49708.1
10.6,71527.38
3.7,51107.45
6.2,59028.95
6.3,59347.9
4.9,54395.66
7.4,62463.01
7.2,61728.85
2.0,45773.24
14.5,83357.22
7.1,61505.53
8.6,65452.4
9.7,69351.31
2.2,46110.21
3.8,51152.05
10.5,71429.37
14.0,82136.47
1.0,42732.32
1.5,44715.34
8.1,64681.75
12.0,76457.74
10.1,70437.76
14.6,84107.42
10.9,73160.41
1.2,44064.57
9.3,68361.75
11.7,74806.26
5.1,55160.35
5.5,56483.18
2.4,46845.16
5.9,57459.06
7.8,63116.6
1.7,44773.06
7.0,61015.35
4.2,52634.22
11.7,75009.49
1.7,45037.73
8.4,64740.42
9.1,67595.58
14.0,81797.99
9.4,67776.74
4.6,53634.22
11.3,73847.76
2.6,48012.18
11.7,75242.08
7.1,61557.55
3.4,50659.78
8.9,66688.51
10.7,72101.59
12.0,76367.99
6.6,60101.28
14.9,84339.48
14.5,83103.77
13.8,80923.19
4.8,54744.86
11.9,75509.76
5.8,57202.01
5.5,56946.9
4.1,51866.76
11.8,75337.61
1.3,43484.57
11.8,75419.07
9.9,69900.22
7.9,63641.0
8.1,63805.13
13.4,80120.13
3.4,49957.45
3.3,50180.05
13.9,81248.52
6.3,58907.95
6.8,60663.29
10.4,71386.27
9.2,67688.15
7.1,61207.19
3.9,51574.91
5.7,56748.99
9.4,68696.01
10.8,72855.25
5.7,57507.32
9.9,69819.95
4.8,54680.45
13.5,80615.65
5.1,54978.76
1.1,42985.19
3.0,48637.71
11.1,73469.75
14.0,82232.28
10.6,71468.87
9.0,67325.5
11.0,73494.66
4.8,54842.71
12.3,77107.0
6.5,59860.08
7.0,60610.03
2.3,46677.69
10.7,72094.99
13.1,78808.9
10.1,70741.6
4.0,52023.75
12.9,78508.8
11.1,72989.85
5.5,56766.88
12.5,77708.83
12.8,78131.6
11.2,74009.58
5.8,57570.94
8.4,65074.02
11.5,74376.41
3.4,50288.93
11.4,74432.59
12.9,78413.88
8.0,63764.49
9.8,69674.22
6.1,58359.02
9.1,67660.42
11.6,74603.12
11.1,73280.26
6.2,58185.06
11.2,73200.89
7.1,61736.77
11.3,73704.94
1.9,46007.49
2.5,47033.58
8.9,66975.47
13.2,79858.61
4.3,52928.76
2.8,48036.26
7.8,63560.09
3.5,50518.25
7.0,60833.59
5.8,57748.06
4.4,53619.84
12.4,76903.78
14.3,83314.58
3.1,49344.89
2.1,46063.17
14.8,84042.73
10.8,72522.31
14.9,84899.73
12.4,77042.67
1.6,44639.4
10.0,70211.3
9.5,68574.45
1.2,43222.63
4.0,52159.01
6.4,59375.39
1.7,44778.36
12.8,77928.41
11.0,73025.65
13.8,81535.99
8.6,65994.61
1.5,44943.96
9.1,67500.37
14.2,82135.0
6.4,59150.38
8.8,66851.31
3.4,50002.21
2.3,46414.94
14.0,82446.89
1.7,45531.0
11.3,73822.7
7.7,63512.39
3.7,51074.0
5.6,56974.65
3.5,50647.18
8.8,66829.5
14.2,83029.56
8.5,65431.05
14.5,83278.58
14.6,83400.77
5.9,57385.86
5.4,56148.59
12.4,77634.72
8.5,65138.12
11.4,74347.14
5.6,57116.31
1.9,45396.1
6.2,58232.86
4.0,52107.3
10.7,72520.27
14.4,82789.05
3.5,50009.59
2.0,45518.88
1.8,45211.71
1.5,44632.82
2.7,47926.03
1.7,44694.03
7.6,62770.74
5.1,55089.9
13.3,79814.53
5.3,55702.92
11.4,73855.82
12.1,75861.68
12.3,76690.04
1.1,42850.93
1.5,44588.04
4.5,53033.43
2.5,47253.51
13.6,81261.0
9.4,68610.32
6.0,57723.46
3.0,49141.17
2.1,45825.9
13.4,79724.56
11.0,72504.4
1.7,44945.97
13.7,80844.83
9.9,69774.38
13.7,80818.18
12.0,75845.58
9.9,69950.76
8.9,67118.21
5.3,55654.13
10.9,72287.7
2.9,48236.02
9.7,68638.85
15.0,85493.33
13.7,81290.83
5.7,57493.78
3.4,50213.54
4.3,53177.09
2.3,46488.89
5.1,55051.88
8.9,66852.01
13.1,79135.78
9.1,67359.34
2.2,46266.39
7.1,61677.16
7.3,61423.35
12.6,77809.19
12.7,77763.12
4.6,54246.23
10.9,73141.4
2.9,48840.99
7.6,63116.76
7.4,61722.31
10.9,73153.08
14.4,83206.43
3.6,50521.41
11.8,75801.61
10.1,70105.64
5.9,57821.93
5.3,55471.13
5.4,56376.81
11.5,74310.71
13.3,79732.27
12.9,79071.48
1.7,44792.44
5.6,56680.45
10.8,72035.94
3.1,48841.1
3.1,49083.01
2.4,47419.34
5.3,55830.75
4.0,52233.71
5.6,56545.85
7.3,62085.72
13.0,78562.0
11.6,74943.39
14.4,83348.26
4.3,52898.83
10.7,71940.37
4.8,53924.66
1.1,43434.67
5.4,55859.15
2.2,46380.15
2.0,45931.35
14.5,83184.24
4.1,52341.84
4.8,54741.92
10.3,70932.38
11.8,75197.79
3.0,49494.97
14.6,83814.21
3.6,50722.56
10.4,71040.98
13.3,79962.55
2.2,46633.11
7.7,63364.89
13.3,79844.61
5.5,56130.0
3.5,50473.3
7.2,61302.54
12.7,78242.66
14.5,83740.36
13.4,80562.63
2.4,47326.83
1.4,43954.18
10.8,72641.96
4.8,53993.8
13.7,80617.0
12.1,75896.46
10.0,69868.58
7.7,63069.55
5.1,54871.2
8.6,65707.3
12.0,76457.71
1.8,45278.81
3.1,49679.41
15.0,85351.36
5.8,57758.92
11.0,72528.11
6.2,58418.39
5.4,56594.3
7.6,62300.4
6.7,59730.26
12.1,75852.45
14.6,84271.07
2.6,47771.3
5.8,57442.66
11.3,73886.59
4.2,52817.24
5.5,56569.19
1.9,46140.27
5.2,56051.06
5.7,57571.42
13.8,81855.31
10.1,70054.55
14.5,83431.07
7.6,62664.84
11.4,74277.78
1.9,45561.85
3.8,51000.27
13.9,81579.46
5.8,57386.9
14.8,84607.76
10.0,70400.78
12.6,77744.79
2.5,47156.05
8.5,65312.76
10.0,70469.96
11.1,73606.88
8.4,65486.59
12.4,77184.24
13.6,80323.73
12.8,78714.74
12.0,76163.17
8.7,66151.25
4.7,54365.34
10.7,72420.28
14.7,84493.16
11.5,74188.84
14.2,83006.87
8.1,64084.76
12.0,75987.4
10.5,71359.13
13.8,81534.03
10.7,72449.96
4.7,54179.68
14.0,81523.43
5.8,57502.58
12.9,79076.39
9.4,68326.61
11.6,74810.21
14.6,83778.65
5.0,55284.93
3.4,50211.15
6.4,58812.36
3.2,49821.85
9.6,68808.7
6.5,59617.2
6.4,58876.9
11.1,73622.83
9.1,66950.37
6.6,60113.51
13.6,80582.47
1.5,44172.6
2.6,47868.63
14.4,83278.39
8.1,64207.34
2.0,46047.35
6.3,59053.47
9.5,68261.38
10.1,70362.48
8.5,65011.32
10.8,71984.35
3.7,51574.25
10.9,72359.28
12.0,76378.45
7.2,61963.04
4.5,53231.27
6.8,60177.59
9.8,69258.03
8.5,65136.72
9.2,67844.91
10.3,71027.21
1.2,43327.66
5.7,57139.93
2.8,48806.87
8.1,64753.16
11.5,74833.99
10.0,70294.26
11.4,73956.88
6.5,59491.16
6.6,60098.22
9.5,68642.41
5.6,56453.77
14.8,83924.49
11.6,74407.31
1.5,44337.29
7.0,60994.34
7.8,63843.35
9.7,69423.81
5.7,56695.52
2.5,47842.82
3.3,49732.65
6.5,59976.99
14.5,83726.99
2.7,48550.78
2.1,46211.24
12.9,78943.52
5.5,56786.62
5.3,56260.14
8.4,65693.49
8.8,66607.33
6.5,59249.52
5.9,58199.95
6.5,59115.3
12.9,78428.31
14.1,81870.02
7.6,63086.88
14.3,83276.75
8.9,67048.11
1.1,43530.15
9.0,66800.42
11.0,72923.39
13.5,80618.61
2.0,46343.15
2.4,46742.09
6.2,58602.68
9.6,68925.61
7.6,63165.96
13.9,81743.06
4.4,53356.17
6.8,60662.31
9.0,66556.57
3.1,49264.36
8.3,64700.17
9.0,66680.49
14.9,84903.06
8.6,65881.99
4.7,53682.88
11.1,73299.98
1.6,44513.13
10.0,70458.91
8.5,65459.55
9.4,68213.77
8.9,66599.78
9.6,68567.33
7.9,63764.29
1.1,42891.12
3.8,51246.66
8.6,65953.7
9.1,67522.28
7.4,62331.77
11.5,74962.48
5.7,57484.68
14.6,83924.77
6.3,59396.65
4.3,52749.01
2.5,47747.24
2.2,46795.37
6.4,59372.43
6.4,58780.43
5.1,54843.58
9.2,67234.81
11.3,74212.45
5.7,57416.41
11.5,74998.13
7.7,62698.8
8.5,65827.59
12.1,75864.44
7.6,62922.35
1.7,44691.1
3.8,51534.02
12.9,78318.67
12.1,76092.72
2.4,46846.68
1.4,44564.54
10.3,70971.48
7.9,63982.52
10.6,72097.27
4.0,52206.11
10.8,72796.27
10.3,71103.56
9.6,68876.37
5.9,58106.84
4.8,54188.58
10.4,70751.9
7.3,62213.49
14.7,83702.16
12.0,75873.25
13.7,80705.83
10.4,71050.27
5.8,57299.25
10.1,70466.33
8.2,64565.17
8.0,63767.49
5.9,58065.99
6.2,58755.44
2.5,47636.25
10.9,73158.05
10.9,72587.36
10.6,71328.66
12.6,77719.21
1.5,44138.17
2.3,47290.96
10.1,69937.97
1.9,46139.68
6.4,58937.93
7.4,62133.75
5.8,57002.4
12.7,78104.55
6.2,58884.73
13.0,78612.9
9.3,68370.01
10.6,72101.67
4.9,54456.97
7.9,63365.76
3.9,51921.33
8.4,65668.64
5.7,56640.85
12.9,78667.41
5.1,55492.55
6.5,59835.59
5.0,54964.03
10.4,71663.62
14.0,82164.23
9.8,69362.18
12.1,76545.23
14.0,82149.4
13.1,79169.93
6.3,59040.78
11.8,75676.13
12.8,77940.05
10.9,72320.88
6.1,57929.81
11.7,75538.68
1.8,45434.64
11.5,74464.07
7.1,61205.56
5.2,55105.07
5.1,55069.4
4.9,55071.66
14.6,84248.76
4.7,53634.26
11.9,75550.51
4.1,52476.84
3.9,52105.93
11.8,75788.19
9.6,68939.28
6.4,59586.65
10.0,69740.79
5.8,57131.17
3.8,51157.65
9.7,68613.04
14.8,84575.95
11.7,74721.37
10.4,71314.67
1.9,45201.66
13.7,81212.03
8.8,66434.8
12.6,78162.77
7.8,63325.71
3.1,48947.49
4.5,53768.9
5.9,58054.45
13.0,79296.52
5.2,55491.4
8.5,65122.9
7.6,62996.05
3.3,49765.31
10.7,71674.0
11.0,73179.18
10.1,70486.11
3.8,51867.75
10.6,71989.49
3.6,51084.15
5.7,57356.36
2.8,48022.82
10.5,71883.34
12.7,77896.67
1.9,45720.17
6.4,59663.82
14.8,84367.23
13.9,81541.19
12.8,78039.07
13.3,79640.96
5.5,56673.1
1.5,44773.52
10.4,71015.24
9.9,70127.94
1.3,43871.37
1.9,45415.98
1.9,45622.47
7.8,63073.53
1.8,45098.54
3.8,51228.92
9.4,67813.44
13.9,81847.04
9.6,68962.86
5.1,55347.66
5.7,56765.85
14.5,83249.31
11.1,72908.92
13.6,81197.1
4.9,54583.34
8.1,64017.93
5.3,55870.34
7.4,62624.93
11.5,74766.99
13.4,80386.91
14.1,82658.63
8.0,64090.63
9.9,70184.52
11.6,74546.9
7.9,63956.44
6.9,60842.65
5.3,55727.09
9.4,67911.67
2.3,46721.87
13.5,80380.7
9.3,68001.41
11.4,74062.6
4.2,52781.26
9.0,67254.65
5.9,57587.81
4.0,51587.91
3.0,48967.34
6.6,59972.11
4.8,54479.37
5.8,57548.63
2.3,46980.21
2.0,46355.31
6.1,58395.93
3.5,50133.4
4.1,52658.62
7.9,63686.49
12.1,76503.88
8.2,64183.56
9.2,67372.6
12.2,76993.04
5.2,55838.39
8.8,66732.84
3.2,49402.43
3.4,50297.39
14.8,84202.53
6.9,60430.84
13.8,80902.14
4.8,54657.42
7.5,62711.47
7.7,63180.95
11.5,74307.76
9.0,67438.78
13.2,79906.8
14.9,85085.79
11.5,74731.75
1.1,43736.47
6.8,60829.7
10.9,72940.35
6.7,60454.44
12.8,78477.0
7.1,61293.07
9.2,67940.71
12.2,76570.9
3.7,51043.19
12.0,76022.32
12.9,78492.91
13.7,80646.1
14.0,81650.15
4.7,53838.12
10.8,72235.46
3.3,49653.03
5.4,56302.36
6.1,58025.56
8.3,64727.05
8.9,66244.22
12.6,77512.52
11.2,73813.18
3.8,51164.93
11.7,75081.77
8.5,65496.43
8.7,66394.96
9.9,69281.22
12.3,76966.15
10.0,69723.04
2.8,47950.82
9.8,69626.0
14.1,82197.49
4.2,52535.89
3.6,50849.58
2.2,47033.52
9.5,68225.43
1.0,43091.08
14.1,81861.99
3.2,49770.59
13.2,79303.28
8.3,65200.6
2.3,46896.21
1.1,43783.39
10.0,70363.02
4.3,52456.19
4.9,54864.8
10.6,71436.26
6.8,60889.69
8.3,64730.8
7.4,62638.26
2.1,46556.15
1.4,44006.63
2.3,46581.21
6.6,59629.4
1.6,44935.21
9.3,67972.03
3.6,51066.2
9.5,68006.26
14.0,81862.05
11.1,73103.73
13.7,81107.87
12.2,76281.83
13.3,80242.83
4.7,53685.48
11.9,75819.14
8.6,65546.24
13.0,78773.0
7.2,61965.32
12.6,77656.44
15.0,84673.45
7.8,63672.51
5.2,56012.49
5.3,56256.71
5.5,56571.12
8.8,65954.31
8.6,66059.22
8.0,64401.07
2.7,48232.26
14.3,83011.37
9.1,67504.08
1.9,45573.91
10.9,72668.09
3.9,51716.03
1.1,43562.79
11.2,73270.24
12.8,78110.92
11.6,74927.54
10.7,71612.54
11.4,74246.36
5.4,55868.06
7.3,61857.66
14.9,84787.77
13.0,79355.14
13.8,81633.82
12.1,76590.69
12.2,77014.69
10.0,69977.31
10.2,70381.82
14.8,84748.85
8.0,64110.1
14.6,83894.85
2.0,46194.75
13.9,81753.49
13.8,80940.48
9.7,69360.8
3.8,51372.72
10.5,71619.7
9.9,69737.44
13.3,79846.32
5.9,57304.36
3.4,49884.86
6.7,59807.01
7.3,61633.14
5.8,57617.41
1.6,44414.34
4.7,53714.83
6.6,60135.4
6.2,58649.61
12.8,78154.04
8.3,65092.28
1.3,43942.39
3.8,51740.33
1.5,44762.15
10.1,70266.06
8.5,65554.72
3.7,50660.57
9.9,69765.38
6.2,58368.73
6.1,58403.73
11.2,73925.6
9.8,69289.01
9.8,69704.02
10.1,70693.64
3.1,49748.21
13.5,80850.56
14.5,83559.49
14.1,82699.32
10.7,71827.66
13.9,81548.61
13.2,80039.37
7.5,62213.82
3.6,50487.76
3.2,49278.06
2.1,46249.52
6.7,60237.05
10.0,69542.84
9.5,68742.95
6.6,59403.19
12.6,77924.72
12.1,75903.1
9.0,66555.51
1.0,43276.39
1.7,45034.68
9.4,67774.3
7.2,61902.71
3.4,50490.38
10.9,73148.02
12.1,76081.21
4.0,52406.61
10.7,72531.09
14.1,82145.39
14.6,83954.05
13.1,79106.35
14.6,84032.88
7.4,61866.19
11.0,72996.58
6.3,58440.66
6.4,59191.35
5.6,56862.01
11.2,73489.47
12.8,78202.44
7.0,61134.89
6.7,59606.62
11.1,73194.5
12.6,78045.56
5.2,56017.7
8.0,63888.6
10.1,70235.28
10.9,73163.21
11.6,74784.1
5.4,56519.0
9.4,68190.07
1.7,45034.78
11.2,73420.99
5.1,54825.65
5.3,55580.63
10.2,70320.66
4.4,52958.86
6.6,59668.78
2.3,46724.28
2.7,47661.9
4.7,54384.04
4.5,53454.14
4.7,54058.51
10.5,71258.01
3.5,50357.02
7.4,61920.57
2.1,46644.99
14.8,84467.02
6.1,58666.3
9.1,67675.87
2.5,47278.95
9.6,68435.55
8.4,64996.37
9.2,67594.57
7.8,63010.46
8.1,64549.68
5.1,55384.54
13.4,80247.62
8.8,66183.19
8.3,64878.81
11.4,74171.63
4.5,53767.42
5.1,55259.2
7.0,60679.06
1.8,45124.09
2.0,45868.62
12.5,77518.88
3.9,51281.01
11.8,75561.89
10.1,70214.74
2.9,48957.83
3.3,49638.76
2.4,47121.76
6.0,58210.74
9.7,68859.59
9.3,67632.41
11.5,74592.67
13.2,79708.94
6.7,60486.12
7.0,61426.2
1.2,43704.39
9.7,69148.17
10.6,72125.48
13.1,79272.56
6.8,60477.53
13.3,79409.44
2.5,47903.79
8.4,65511.8
5.0,54591.33
2.3,46883.38
4.9,54876.92
3.9,52194.63
14.5,83059.89
5.8,56902.34
10.7,71652.25
4.3,52989.59
9.4,68592.75
9.4,68278.06
4.0,52054.59
8.8,66790.49
1.0,42772.97
6.6,60097.66
2.6,47306.16
3.4,50276.9
10.7,71806.29
9.0,67246.81
7.0,61197.24
3.2,49511.71
1.6,44560.18
13.1,79728.7
3.1,49077.02
9.6,69087.77
7.3,62236.85
10.6,71901.09
15.0,84670.71
9.4,68177.58
8.0,63594.79
5.5,56324.11
8.7,66123.26
10.9,72686.51
7.9,63901.84
9.8,69445.65
11.2,73591.87
5.7,57208.96
6.3,59135.15
3.6,50347.24
13.7,81369.33
12.7,77760.41
7.8,63720.24
4.5,53985.98
9.4,67774.72
2.3,47115.9
7.1,61205.48
6.3,59069.02
6.0,57986.49
1.2,44006.62
7.4,62391.86
3.8,51690.96
12.2,77027.28
1.6,44463.45
6.3,59188.47
3.2,49940.6
7.5,62756.72
1.8,45633.78
11.2,73852.88
8.7,66374.97
4.1,52275.61
6.8,60693.77
1.2,43833.44
5.8,57869.82
6.2,59029.06
4.9,54289.96
11.6,75135.12
9.5,68279.74
6.7,59617.83
4.3,53059.49
13.6,81135.35
11.4,74229.37
13.8,81454.58
6.6,59565.65
1.4,44222.59
6.2,58203.67
8.2,64759.39
4.9,54993.29
9.7,69238.45
10.4,71452.72
6.9,60379.43
13.3,79679.86
13.6,80722.56
1.7,45037.02
10.2,70483.35
11.1,73217.3
1.8,44992.18
4.8,54328.0
2.9,48719.17
8.4,65079.9
14.0,82210.39
10.5,71951.59
1.4,44130.94
9.6,69120.52
8.6,66020.72
1.6,44662.97
1.2,43694.67
12.0,76202.36
4.6,54193.69
11.3,73987.36
1.1,43481.25
8.7,65833.35
13.2,79315.9
8.5,65558.66
1.2,43673.07
14.2,82852.76
8.5,65740.78
1.8,45165.29
4.5,53922.22
8.6,66110.77
12.2,76115.73
5.0,54522.81
3.5,50724.45
5.8,57894.09
5.4,56242.93
13.9,81881.54
11.0,73155.59
8.4,65345.71
6.9,60804.03
3.3,50079.62
4.7,53856.36
14.9,84732.72
14.6,84136.19
13.4,79947.08
2.2,46360.72
8.5,65143.35
14.0,81521.64
8.7,65848.56
8.0,63620.01
14.9,84921.36
1.1,43469.5
14.2,82350.52
7.2,61148.01
1.4,44310.05
3.0,48573.71
4.0,51551.18
12.9,78538.58
11.5,74818.99
14.6,83390.38
12.3,77296.99
10.5,71959.77
9.1,67775.83
12.4,77536.14
9.3,67660.66
4.8,54140.29
2.4,47011.71
7.9,63957.85
11.0,73330.9
4.1,51963.72
4.2,52776.62
14.3,82537.8
7.8,63807.34
14.2,82280.19
5.1,55382.2
8.9,66538.34
12.7,78162.78
2.1,46572.53
13.1,79777.85
6.0,57652.61
14.6,84024.37
10.5,71857.28
12.6,77370.29
8.6,65743.22
2.7,48570.24
5.1,55769.87
5.1,55790.51
1.1,43307.43
2.3,46783.34
11.9,75517.08
7.4,62649.72
5.2,55859.23
6.5,59362.89
2.7,48570.83
2.8,48585.91
4.9,54534.68
8.4,65094.6
11.8,75495.76
3.8,51658.56
2.5,47664.04
6.8,60056.08
1.7,45068.14
8.0,64282.48
13.7,81012.81
14.1,82475.27
5.1,55208.55
2.1,46367.45
13.0,78701.36
3.5,50143.94
8.5,65327.59
10.8,72153.52
2.6,47662.38
9.6,68380.78
11.9,75909.24
3.9,51855.71
13.2,79388.45
7.8,63291.07
8.1,64052.63
11.1,73426.76
3.4,50249.64
15.0,85264.46
5.2,55260.05
10.0,69590.65
8.2,64558.76
14.0,82223.34
11.1,73067.36
8.9,66368.77
4.3,53380.59
6.7,60236.82
10.2,70911.56
6.4,59382.1
10.7,71739.32
14.9,84658.17
11.3,74224.24
4.3,53101.81
1.2,43216.63
1.9,45715.18
7.6,62811.74
2.2,46468.2
11.6,74812.96
4.8,54258.58
2.1,46002.53
7.9,63911.74
5.1,55286.84
4.4,52910.64
5.0,55089.98
4.1,52383.26
1.6,45119.67
5.0,54836.44
7.2,61962.52
2.3,47111.56
14.8,84488.41
8.9,66249.47
14.0,81899.52
11.1,73175.7
7.9,63437.41
2.2,46974.08
2.5,47015.21
10.4,71083.42
14.8,84197.32
6.2,58857.63
13.5,80190.77
4.0,52350.78
2.5,47814.23
5.7,57364.79
5.6,56439.62
10.0,69641.05
6.7,60036.77
4.2,52111.46
11.4,74672.85
12.2,76216.11
14.8,84872.96
2.5,47425.46
8.8,65921.12
6.2,58357.81
10.5,71020.95
11.1,73233.51
13.7,81204.71
12.1,75899.14
9.7,69102.82
3.5,50407.53
13.3,79624.91
7.4,62526.97
9.7,69557.75
13.6,81078.24
8.5,65879.61
4.8,54041.39
10.7,72270.89
11.4,73924.09
4.7,53636.17
13.7,81296.67
6.1,57954.99
2.5,47931.09
2.5,47493.13
9.1,67296.33
11.9,75678.43
5.8,57432.94
10.9,72925.38
13.5,80955.77
3.3,49628.07
7.6,62968.71
8.3,64532.43
11.8,75589.84
1.8,45118.49
3.4,50300.96
14.7,84224.7
13.5,80991.16
14.5,83958.01
6.6,59977.47
9.7,69569.39
14.5,83244.46
1.4,44240.65
13.3,79983.62
13.6,81121.69
9.3,68081.25
4.1,52259.21
7.5,62187.62
10.1,70725.54
13.2,79712.93
11.0,73101.69
4.0,52400.21
6.2,58182.98
3.9,52065.36
6.4,59156.86
9.9,69434.22
5.0,55052.33
9.6,68413.8
1.5,44731.17
11.0,73124.6
5.2,55563.62
6.1,57998.39
6.2,58428.36
9.1,66839.7
14.1,82347.16
6.0,58273.86
2.9,48812.16
7.4,61857.18
6.2,59013.76
13.5,80024.5
2.6,47505.18
11.4,73966.93
11.0,73430.16
4.4,53507.1
6.7,60016.53
7.9,63988.73
1.7,44931.5
10.5,71531.76
12.3,76753.29
10.8,71947.75
6.8,60050.02
2.3,46623.94
1.5,44846.45
13.4,80248.08
10.9,72227.33
6.1,58222.43
10.0,70363.32
2.2,46828.6
9.6,68811.18
9.4,68280.36
4.0,51542.25
6.7,59793.62
1.7,45295.72
9.1,67210.89
13.0,78652.4
6.6,60120.8
2.9,48746.77
14.9,84974.54
5.7,57277.61
13.1,79499.8
7.5,62549.05
7.6,62302.22
2.5,47841.94
13.7,80944.78
8.8,66101.85
8.8,66516.03
7.3,61638.42
13.0,78886.19
13.3,80131.09
10.3,70504.14
3.4,50093.53
6.0,58350.38
9.5,68977.72
13.7,81163.37
4.0,52003.57
1.1,43140.12
6.3,58664.42
13.9,82186.08
6.5,59558.37
4.7,54536.04
7.2,61551.93
5.5,56320.86
14.5,83472.56
9.1,66814.79
3.7,50967.16
13.6,80632.48
11.9,75287.43
3.6,50892.1
1.8,45087.47
13.1,79053.02
1.5,44010.59
1.9,45262.55
4.3,53216.08
13.6,80579.2
4.6,54291.0
8.8,66680.66
7.2,61791.64
5.6,57047.63
11.3,74238.95
5.9,57419.57
7.3,61820.77
10.1,69824.85
11.1,73056.76
12.9,78362.98
6.3,59035.94
1.9,45953.8
5.7,57140.59
7.7,63259.78
9.2,68053.12
2.3,46916.52
6.4,59445.44
9.8,69171.92
5.2,55293.48
5.2,55790.98
2.5,47145.12
2.7,47769.2
11.4,74414.75
6.2,58155.48
14.2,83026.96
11.3,74206.48
5.4,55718.91
10.1,69928.4
3.8,51691.37
2.7,47777.4
11.2,74090.89
9.5,68762.4
9.4,68066.46
8.6,65691.41
6.8,60319.44
12.3,77365.36
8.2,64559.34
6.1,58278.38
9.2,68006.87
11.3,73718.46
10.2,70525.59
11.2,73615.45
13.8,81495.44
3.6,50404.08
4.2,52125.02
14.5,83377.83
4.9,54973.1
11.2,73454.56
10.0,70012.08
7.6,62520.82
6.4,59626.96
6.8,60445.29
11.3,73450.96
8.9,66651.25
14.8,84412.36
5.2,55611.51
8.3,64625.75
6.5,59640.49
4.5,53682.78
12.1,76017.4
7.3,61819.05
2.0,45760.26
8.3,64532.05
11.1,73252.61
12.5,77001.27
3.4,50334.57
1.9,45517.17
10.9,73155.65
11.0,72557.53
14.8,84044.89
11.2,73560.9
11.7,75075.07
3.6,51032.55
14.2,82316.08
11.8,75630.31
2.5,47786.65
6.9,60224.28
6.8,60098.93
7.0,61273.7
2.0,46047.44
13.6,80340.03
13.8,81116.95
5.0,55318.07
8.1,64004.13
3.5,50124.93
3.2,49618.37
13.5,80678.65
14.4,82753.34
6.3,58736.56
4.5,53947.63
9.3,67684.02
3.5,50758.61
11.8,75852.48
2.7,48056.12
5.5,56734.73
7.8,63063.59
12.4,76950.72
8.0,63757.39
2.3,47009.59
9.6,68750.56
6.6,59910.21
6.4,59048.85
2.9,49064.54
4.5,53595.63
14.0,81797.68
6.2,58498.8
1.3,43462.91
8.4,65490.05
3.9,51216.17
11.7,75465.21
2.8,48768.69
